ClientID,Product-Type-A,Product-Type-B,Product-Type-C,Longitude,Latitude
6249,12,4,3,-74.09981552817558,4.499839751630114
6250,7,3,2,-74.14939445686838,4.60406388408507
6251,12,10,10,-74.15152907996212,4.641943189066208
6252,12,5,1,-74.09265479466042,4.7023914136164
6253,12,8,2,-74.11280213009307,4.697720704382597
6254,12,6,4,-74.08862873148834,4.745814704002651
6255,12,1,5,-74.05118849505853,4.786146865988261
6256,12,6,10,-74.1543818858724,4.645739831938877
6257,12,3,3,-74.09341451345396,4.7163935456636
6258,12,3,9,-74.1048364109422,4.677349951295128
6259,8,4,4,-74.11329646248028,4.656113794021339
6260,8,4,10,-74.17188144513383,4.607255841442583
6261,12,4,9,-74.11686402179126,4.585553745833984
6262,8,7,10,-74.11977570321493,4.6491136400606266
6263,10,6,1,-74.08631462654103,4.632006839676363
6264,12,6,9,-74.10286062255908,4.731815554879781
6265,12,4,3,-74.03996317009253,4.705143738982769
6266,12,10,10,-74.09154223669705,4.541730246963487
6267,9,5,3,-74.08741617844476,4.579915108722693
6268,12,8,7,-74.14036117703198,4.635027435997441
6269,12,8,1,-74.10704485945676,4.713422733333212
6270,12,5,6,-74.1248164454416,4.67982333372499
6271,12,9,5,-74.10419596437745,4.758888523868163
6272,12,7,6,-74.05750663325458,4.7644456447036925
6273,12,2,2,-74.07251489440645,4.6415792448929
6274,12,7,10,-74.12899836940784,4.719299154487905
6275,12,7,10,-74.06970169986162,4.7050282979335645
6276,12,2,2,-74.07197833634804,4.645287607721016
6277,12,7,1,-74.15115670782943,4.559662195447638
6278,12,7,10,-74.06216730205212,4.661365211958909
6279,12,1,6,-74.11618727419352,4.531867426132906
6280,12,4,2,-74.03428774985593,4.73845676509315
6281,12,2,5,-74.09755749287707,4.646054502679177
6282,12,6,7,-74.13628055092619,4.621697589358419
6283,12,2,8,-74.1355306834985,4.638648450476294
6284,12,2,9,-74.09915124281548,4.743771520067353
6285,12,7,5,-74.11949908004308,4.535627729254051
6286,12,4,2,-74.17606626158769,4.617635026988534
6287,12,5,3,-74.0504729426677,4.727933225635371
6288,12,10,9,-74.1956796374285,4.601907547413832
6289,12,6,1,-74.03770232011543,4.751868137521916
6290,12,5,1,-74.03417489355293,4.707488977496463
6291,12,2,3,-74.06914986493018,4.810214365592557
6292,12,8,9,-74.15622221449905,4.640960255663324
6293,12,5,4,-74.02936971375644,4.725727965503386
6294,12,4,8,-74.11079454072912,4.538324099591997
6295,7,3,10,-74.10812916422822,4.669188819734687
6296,12,1,2,-74.12048144491386,4.713808297998723
6297,12,1,4,-74.14170176404589,4.644438834236932
6298,10,8,5,-74.06581242208584,4.707978346323618
6299,12,5,3,-74.09364849640787,4.708649721602001
6300,12,5,9,-74.12255231524408,4.6146604757610525
6301,12,10,10,-74.09807465776807,4.594328156332601
6302,12,5,10,-74.10816096440111,4.556773043601782
6303,12,8,10,-74.1701092600932,4.586038776183196
6304,12,7,5,-74.12515927408205,4.652074121858681
6305,12,4,10,-74.13064951620102,4.632521690994547
6306,6,6,8,-74.06453416677653,4.68816823039925
6307,12,6,10,-74.02227978981287,4.723770903406492
6308,12,3,9,-74.14921369515896,4.597759889036042
6309,12,4,7,-74.0937189631514,4.622388194095039
6310,12,5,9,-74.14634992452953,4.634153819420123
6311,12,3,5,-74.10999098838367,4.68599212864377
6312,9,5,5,-74.11341408710565,4.554288111106645
6313,12,2,4,-74.12729735804632,4.473109664164873
6314,12,6,10,-74.11089271815725,4.730383697641347
6315,12,2,6,-74.09502499826637,4.619978431256099
6316,12,9,3,-74.06620487109075,4.685138801079559
6317,9,4,7,-74.08419338371903,4.748686275920191
6318,12,3,2,-74.104164313402,4.722799411703893
6319,6,8,10,-74.08423788222206,4.565758703034683
6320,12,4,1,-74.06721079696597,4.675808937678909
6321,12,4,5,-74.1273906018158,4.65476828092631
6322,10,8,5,-74.07958197133935,4.708624205679264
6323,11,10,10,-74.14111608646867,4.6707404139103454
6324,11,7,9,-74.13723440851729,4.6085599848915
6325,12,2,8,-74.10667234922552,4.679633472637601
6326,12,4,3,-74.11149598265776,4.580346404810488
6327,12,1,8,-74.15572525227817,4.617109663430012
6328,12,3,2,-74.09536420264355,4.600523152972822
6329,12,4,10,-74.11084684957392,4.663628319165877
6330,10,4,1,-74.07742862308987,4.727465561617255
6331,12,3,1,-74.0856220707225,4.6988186524535145
6332,12,7,1,-74.09238382678971,4.607078820544051
6333,12,3,2,-74.11218089188658,4.565494200594294
6334,12,4,7,-74.13842596951518,4.59212116110456
6335,12,1,8,-74.13604849597249,4.612433825197347
6336,12,1,3,-74.0384092444805,4.791071498602729
6337,10,10,4,-74.110547892917,4.513228285701216
6338,12,4,6,-74.16683611145308,4.579237164904818
6339,12,6,10,-74.12982607529553,4.597799020103901
6340,9,2,3,-74.14935873566874,4.615202151220854
6341,12,4,4,-74.07548298104109,4.675863642940586
6342,8,7,8,-74.07738549117822,4.710681128567828
6343,12,5,3,-74.14284407414642,4.598858019023616
6344,11,7,6,-74.08582452376208,4.7729936570068245
6345,12,5,7,-74.1050138998915,4.693076836761089
6346,12,6,2,-74.10792413838905,4.604032043133886
6347,12,4,1,-74.06052224044608,4.703779221600153
6348,12,5,10,-74.10223052859499,4.672379382623819
6349,11,5,2,-74.10322153318941,4.761301419456364
6350,12,2,10,-74.13472341005114,4.611785894517779
6351,8,5,3,-74.12204409022635,4.617760573743107
6352,11,3,10,-74.09865898524917,4.5744310598381
6353,12,7,1,-74.1537669176803,4.591203170104402
6354,12,9,6,-74.11567434058662,4.642885824427264
6355,12,6,6,-74.1692564603037,4.576514627256721
6356,9,4,2,-74.05604734215053,4.716027299458189
6357,12,3,10,-74.06913050069801,4.658399641248675
6358,12,2,10,-74.12151904471331,4.751685621548238
6359,12,5,10,-74.04107938233965,4.819192839672412
6360,12,2,4,-74.20231680926923,4.6329686463429365
6361,12,5,9,-74.12357886905477,4.582409358975499
6362,12,4,10,-74.06681398165918,4.765815598942463
6363,12,6,9,-74.10241623077589,4.678711914658903
6364,12,1,1,-74.07121071740225,4.675653386065547
6365,11,3,8,-74.09210803829573,4.724615195722688
6366,12,4,7,-74.09354948010372,4.687262621112975
6367,11,4,10,-74.09890428172774,4.593727433802141
6368,12,2,7,-74.11934779653058,4.580888517571419
6369,12,7,6,-74.15405737856712,4.6491300845980135
6370,12,6,9,-74.17248896063523,4.570950268247763
6371,12,8,5,-74.05915189669838,4.726235283607142
6372,10,2,1,-74.08595716526169,4.540429686464591
6373,12,4,2,-74.08173505937032,4.551466517864456
6374,12,5,7,-74.10801297754057,4.717933837266783
6375,12,5,1,-74.13561188075703,4.643302096505063
6376,12,6,10,-74.09562801518982,4.650086442700924
6377,12,4,10,-74.12882112836763,4.4728195387799
6378,12,5,7,-74.03819224601811,4.792703510393874
6379,12,8,2,-74.12532381489926,4.564631324810568
6380,12,8,6,-74.1183395968084,4.536356850777666
6381,12,5,7,-74.04060155755064,4.74416855671895
6382,12,6,6,-74.04989216515108,4.755864521382546
6383,12,9,1,-74.0781933314901,4.628178998427916
6384,12,7,3,-74.09820475237652,4.749208115766145
6385,12,6,10,-74.11525938666396,4.602604307430573
6386,12,5,10,-74.10574358895792,4.56230501884149
6387,10,5,3,-74.06770148294083,4.691815477811672
6388,12,2,4,-74.11912244096919,4.570589019014564
6389,12,4,1,-74.08703850534587,4.69933582317115
6390,12,1,8,-74.09933267669004,4.69759493234187
6391,12,7,2,-74.05973532690392,4.685019413817488
6392,12,4,3,-74.05691064090819,4.730241037128859
6393,12,4,8,-74.14738133795657,4.546779871981641
6394,12,7,1,-74.0701599569524,4.709962394656838
6395,12,7,10,-74.10059430554423,4.586853212732505
6396,12,1,1,-74.0847157796357,4.681933997603716
6397,12,5,6,-74.16220842667765,4.633055193624464
6398,12,8,5,-74.15548791194364,4.670134957070612
6399,12,3,10,-74.14011433224212,4.578750912965568
6400,11,3,3,-74.1146825255311,4.652082797362692
6401,12,5,7,-74.0899975462323,4.735697207411494
6402,12,3,4,-74.11246631692255,4.689721342309262
6403,12,1,4,-74.07698405497132,4.5875887913958335
6404,12,5,7,-74.11663711225256,4.754729191258598
6405,12,2,10,-74.11969502993598,4.577752886577481
6406,12,3,7,-74.08653114503778,4.668725728248377
6407,12,4,5,-74.12413464442248,4.640043088554296
6408,12,4,8,-74.1111345558084,4.587015046079559
6409,12,7,10,-74.16636946734565,4.585140105198123
6410,12,8,10,-74.04110459916208,4.733496841933558
6411,12,5,10,-74.16642798313941,4.569994766127313
6412,12,4,9,-74.05516939452252,4.785543069893834
6413,12,4,9,-74.11456327695792,4.628964750846373
6414,12,5,2,-74.08724836880074,4.606596886948326
6415,12,5,8,-74.13315208144793,4.64881197385061
6416,12,5,3,-74.11015949690521,4.673755395582922
6417,12,7,1,-74.05646002203778,4.686952770357658
6418,10,5,7,-74.1078940316863,4.550894354704824
6419,8,6,3,-74.10706533395124,4.567568825267159
6420,12,1,3,-74.05844675981884,4.764874485492029
6421,12,9,9,-74.13973191443691,4.537273324757636
6422,12,5,10,-74.0466578938385,4.696105044113402
6423,11,7,2,-74.10454924029078,4.640586992428893
6424,9,5,8,-74.09997652857302,4.647358058997799
6425,12,5,7,-74.13035219127039,4.641413465914668
6426,12,7,2,-74.09048377602896,4.577915916400198
6427,11,2,4,-74.12885015236519,4.583335730685311
6428,12,10,10,-74.05595059821138,4.685402586313541
6429,12,7,10,-74.10101348314265,4.651333254850504
6430,12,7,8,-74.14540964651935,4.585612804709405
6431,11,6,1,-74.10025966159563,4.575979434836079
6432,12,7,4,-74.09617138481212,4.675446636717232
6433,12,7,2,-74.14158654244257,4.565653258898354
6434,12,6,2,-74.11379483319804,4.559175284150722
6435,12,8,8,-74.12003960711306,4.710418908798788
6436,12,2,3,-74.08221103866533,4.6893318688348415
6437,7,6,10,-74.1676256837787,4.678107325419616
6438,12,4,7,-74.12959536008934,4.573460813410019
6439,12,8,1,-74.02665694831967,4.759465197663467
6440,12,10,1,-74.09046621924307,4.700296998369547
6441,12,3,2,-74.08907040095328,4.6855205623947445
6442,12,6,5,-74.08026081953763,4.535651224455446
6443,12,4,2,-74.13122539980714,4.659746918409264
6444,5,7,3,-74.12992181649804,4.706537119460457
6445,7,3,1,-74.14475876919197,4.63638791326569
6446,12,7,2,-74.11236694044065,4.699168021234455
6447,12,5,7,-74.12047255142068,4.631564241971935
6448,12,4,5,-74.15848107606122,4.65489950845016
6449,12,4,9,-74.09598130125411,4.673965957920456
6450,12,10,6,-74.03944157417777,4.725456713475504
6451,12,9,10,-74.16005324641038,4.657756774816531
6452,12,3,5,-74.09207507164373,4.609706798048528
6453,12,5,8,-74.12294795999713,4.71075831718603
6454,12,5,6,-74.16019678533081,4.649684445301259
6455,11,3,3,-74.13310287002754,4.659787234800084
6456,12,4,10,-74.05534530483567,4.787317336532791
6457,12,10,10,-74.05938718720063,4.635713888810006
6458,12,4,6,-74.13175958363497,4.559496264194787
6459,12,6,10,-74.16100128783114,4.645359040647644
6460,12,3,1,-74.12297413033623,4.654652846849864
6461,12,4,5,-74.13468224309007,4.612975735677267
6462,12,10,2,-74.04780391062397,4.706526492635655
6463,12,10,8,-74.10225584238984,4.605168072187078
6464,10,3,5,-74.10344035340047,4.604927016470146
6465,12,10,10,-74.04339691373687,4.6927108193645335
6466,12,6,3,-74.17779993207236,4.582695957731162
6467,12,4,6,-74.06484132361413,4.6794589181454365
6468,12,7,9,-74.09001304539677,4.678777708026503
6469,12,6,3,-74.12416541270228,4.712567675383033
6470,12,7,1,-74.12736658457392,4.604653174821562
6471,12,5,10,-74.03901100965481,4.721421132106335
6472,12,4,10,-74.1432787511587,4.616878745731458
6473,7,5,9,-74.1425554780838,4.608667154426646
6474,10,3,9,-74.12050298431438,4.562027663739039
6475,12,5,1,-74.05347053324579,4.71802388645686
6476,8,6,9,-74.12057973570347,4.722687879872314
6477,9,5,6,-74.06799749051444,4.747579100786965
6478,12,1,2,-74.14343520974911,4.647311743533627
6479,12,7,10,-74.1458376621163,4.641731385386481
6480,12,1,2,-74.06166364414523,4.656514475014878
6481,12,2,2,-74.04184407723511,4.745041825081608
6482,10,1,10,-74.09497337179937,4.776181512972994
6483,12,4,10,-74.12274702960893,4.66310310143608
6484,12,3,10,-74.13051430283181,4.72476778998674
6485,12,4,10,-74.05470357550494,4.76155019968891
6486,12,1,1,-74.19851569623496,4.639428784544001
6487,11,10,6,-74.10656174998381,4.589454626827848
6488,12,6,7,-74.11669433322596,4.65328150493268
6489,11,8,9,-74.03967967910017,4.7647689724222495
6490,12,9,8,-74.14830048417382,4.622384507639918
6491,8,6,2,-74.08521481192126,4.722052627588749
6492,12,3,8,-74.08205464952707,4.560640272780278
6493,12,1,7,-74.12272160022457,4.579686775769397
6494,12,9,3,-74.06410460406917,4.767869008502614
6495,12,2,9,-74.10954894928662,4.534197644683117
6496,12,6,10,-74.11546601556957,4.514214759706662
6497,12,6,2,-74.08772757328748,4.563218463200849
6498,12,3,3,-74.1024777175015,4.596329572222843
6499,12,2,4,-74.13158221232649,4.600669538616041
6500,12,5,9,-74.14783497221123,4.592009674081564
6501,12,6,2,-74.11390223287722,4.673267133273253
6502,12,5,8,-74.09169467946654,4.599625609171079
6503,12,1,2,-74.05988883777827,4.72128902364432
6504,12,5,5,-74.1311385620882,4.569672058704575
6505,12,5,2,-74.11480869590355,4.732335438098185
6506,12,7,10,-74.1105842422757,4.600525079847855
6507,11,4,10,-74.11308862770362,4.6913343268988585
6508,9,6,1,-74.08963727696242,4.723032034735135
6509,11,2,5,-74.12130947506013,4.711118649115471
6510,12,4,9,-74.13237961762518,4.642815842315796
6511,12,1,10,-74.11793992262857,4.666429631528348
6512,11,8,10,-74.10092252716407,4.709904479233946
6513,12,3,1,-74.11460083194997,4.679553629466932
6514,12,7,5,-74.13059262883708,4.5782897854364375
6515,12,10,5,-74.13169380347506,4.673159863599745
6516,12,4,6,-74.13964435438591,4.613506579718044
6517,11,6,5,-74.05720371050823,4.766788417950824
6518,8,6,9,-74.11096156157674,4.73313749225402
6519,12,3,1,-74.12578307886365,4.568474011227082
6520,8,6,8,-74.03331175382613,4.782582305079799
6521,12,6,6,-74.10907602630797,4.640195924406309
6522,12,4,5,-74.12311005336595,4.62161599211053
6523,12,5,10,-74.14184672440025,4.711997912295749
6524,12,4,4,-74.0935899298559,4.560697169051313
6525,12,6,4,-74.0617621620937,4.7527795302435525
6526,12,1,3,-74.08844663528961,4.716378631655111
6527,12,6,7,-74.04342905381122,4.778329732854541
6528,12,10,7,-74.10458877258304,4.572153038682724
6529,10,4,10,-74.08332048968332,4.737342853656534
6530,12,4,10,-74.15203674485389,4.689389409794668
6531,10,6,9,-74.1009489878618,4.69131298596768
6532,12,5,10,-74.14775529354657,4.609873812804853
6533,12,6,7,-74.05186917239074,4.701402062089343
6534,6,5,9,-74.09941528883186,4.753897600564975
6535,12,4,1,-74.10938868935473,4.541422080154885
6536,11,8,3,-74.10733424580287,4.540174082247511
6537,12,6,9,-74.117710647608,4.669543587815029
6538,8,5,2,-74.03669874455366,4.758594395562366
6539,12,1,4,-74.06843518945827,4.704794354905046
6540,12,2,4,-74.10720048446659,4.6833557804190455
6541,12,6,7,-74.0413020178927,4.743104095352911
6542,12,1,6,-74.12028527252059,4.651243435501875
6543,12,6,10,-74.17034104531233,4.6110450104102005
6544,12,8,9,-74.03474217398141,4.758432868389677
6545,12,10,10,-74.19952032917257,4.643173314363431
6546,12,5,3,-74.11942977846594,4.567634056943317
6547,12,4,7,-74.07877624147049,4.696715695318706
6548,12,2,2,-74.07663761343979,4.586417066393234
6549,12,7,10,-74.03395031314929,4.684795540373637
6550,12,5,10,-74.16073176256825,4.691186957594594
6551,12,6,7,-74.13010124064368,4.664223479448011
6552,9,8,2,-74.10470650514604,4.6207260509276
6553,12,6,1,-74.11567562905971,4.598092702793363
6554,12,1,3,-74.11008463519437,4.608439111287916
6555,7,3,3,-74.1216675827929,4.58760641435809
6556,12,3,6,-74.02976861008628,4.722232274159167
6557,12,6,8,-74.13015297111914,4.632596185180886
6558,11,3,3,-74.09273165227253,4.738041031238224
6559,12,2,1,-74.06300267866263,4.723592074587486
6560,12,3,3,-74.04632572526872,4.737987650636271
6561,12,1,6,-74.07048167383456,4.660413589500087
6562,12,6,10,-74.06038790878631,4.69248104686003
6563,12,7,9,-74.10862926705066,4.611437549598468
6564,12,9,9,-74.06870954177036,4.742624946226782
6565,10,2,8,-74.14604647057924,4.605176514911552
6566,12,6,1,-74.12234682434725,4.556039195552253
6567,12,6,10,-74.09175449918936,4.569780799000714
6568,12,4,7,-74.12360225235737,4.627127490845096
6569,12,7,10,-74.05886144201575,4.738785850380062
6570,12,6,10,-74.12691667803577,4.655832865816063
6571,12,7,9,-74.03078765839221,4.764772618289835
6572,12,2,3,-74.08473005860597,4.771427376310935
6573,12,7,10,-74.06290566911956,4.692920820604795
6574,12,1,9,-74.11580883832814,4.549215308261204
6575,12,4,10,-74.09295940662344,4.530887388588849
6576,12,3,1,-74.1068436114059,4.711948684822448
6577,8,6,2,-74.04001468053444,4.774425306336027
6578,12,4,10,-74.11534662224078,4.578775654040446
6579,7,4,3,-74.0616643330678,4.641717182823571
6580,12,6,2,-74.08067481057392,4.62214213711318
6581,12,2,7,-74.15795368573018,4.607665028772515
6582,5,10,1,-74.1042194530882,4.634781298573662
6583,9,5,9,-74.07120080824724,4.592855061933428
6584,12,1,7,-74.09729990537495,4.612270353847157
6585,11,3,6,-74.07637263614868,4.592213366457752
6586,12,7,2,-74.09257782160896,4.595797481245765
6587,12,6,4,-74.10319231984876,4.599332722868245
6588,12,5,1,-74.1209507597437,4.65278462963433
6589,12,7,8,-74.08250955839121,4.697881561505134
6590,12,6,3,-74.08576415326638,4.499570726323229
6591,12,4,10,-74.1994672139844,4.604757679994063
6592,12,5,9,-74.17365969901135,4.636152565447501
6593,12,5,10,-74.08903935850819,4.703777929872451
6594,5,7,10,-74.140599829061,4.597700634646822
6595,11,3,4,-74.07926468013277,4.539282240030957
6596,12,5,10,-74.17185738597317,4.6508759540314
6597,12,3,2,-74.17193840962531,4.652135136812812
6598,9,1,8,-74.0933988246951,4.748286649952407
6599,12,6,10,-74.03525938370386,4.7544245421227584
6600,12,5,6,-74.1001888201784,4.5487125427253
6601,12,5,9,-74.11018762677028,4.679432174528961
6602,12,7,6,-74.1472192917483,4.549191292516208
6603,12,4,6,-74.1377834744115,4.610044064360016
6604,8,2,3,-74.10993294993737,4.540981062613923
6605,12,6,7,-74.10852103884487,4.688601261801318
6606,12,2,10,-74.11963391572814,4.569996079367697
6607,12,3,10,-74.1614133158895,4.636891786820042
6608,12,7,1,-74.15800505248873,4.566552532430221
6609,12,6,6,-74.09471611177058,4.624940378881339
6610,11,6,9,-74.08822182640806,4.775347945529952
6611,12,7,8,-74.05621855650911,4.782211817221111
6612,12,6,3,-74.08794493181666,4.720438179463083
6613,12,6,10,-74.03108110188576,4.731550062167163
6614,12,6,1,-74.04333760850817,4.682675468034677
6615,12,7,4,-74.09343639441178,4.754802519637874
6616,12,4,4,-74.13750460280377,4.669596565712005
6617,12,1,7,-74.12438260830648,4.654034601096293
6618,12,5,7,-74.06889040113225,4.68742214432437
6619,7,2,7,-74.139262729545,4.659768310478056
6620,12,4,4,-74.10961061126922,4.550715291349169
6621,7,6,9,-74.12112511088618,4.670893999640194
6622,9,6,6,-74.11008452063092,4.682130819660071
6623,12,6,1,-74.1481871102784,4.575719130920115
6624,12,1,10,-74.13289361101609,4.726784504547175
6625,12,7,10,-74.05716218332641,4.645710057239236
6626,12,5,7,-74.10988779775171,4.660808489251131
6627,8,4,10,-74.12616335289727,4.568571341762963
6628,12,8,8,-74.13226884869142,4.616578793513415
6629,10,10,2,-74.06982496258762,4.7206411957992
6630,12,6,2,-74.0448030771939,4.72897219934744
6631,12,7,9,-74.04537569111397,4.706035790559575
6632,9,6,8,-74.07907221896195,4.753959278420993
6633,12,8,7,-74.11203222837929,4.746115873002568
6634,12,7,3,-74.02452386283527,4.745683428415848
6635,12,8,9,-74.10399945236327,4.720479409736824
6636,12,4,8,-74.13043747247796,4.591401275265353
6637,12,9,5,-74.15093958042132,4.604814434806072
6638,12,8,8,-74.07907633839963,4.737244110955324
6639,12,4,5,-74.13891933331873,4.636574178696835
6640,12,7,6,-74.14305031871615,4.594385649729809
6641,9,9,5,-74.0581246156757,4.675179548473233
6642,12,3,6,-74.10958264828099,4.665949338851082
6643,12,8,7,-74.1083073956327,4.732969723648367
6644,12,4,5,-74.06550707073247,4.727365855211875
6645,7,2,8,-74.13160916614781,4.633785554310824
6646,10,2,5,-74.0634048762144,4.629699885917957
6647,11,4,8,-74.15100639954422,4.5775099609849015
6648,11,4,4,-74.1659202973176,4.587904016025087
6649,12,8,10,-74.09466004266858,4.55888345796371
6650,12,6,1,-74.07232123822934,4.6992760422285365
6651,10,5,7,-74.1205998550136,4.57451280106226
6652,12,4,8,-74.08383659040109,4.578062890295717
6653,12,9,6,-74.05246594427415,4.722418375827186
6654,12,10,8,-74.12461158346822,4.655779570325235
6655,12,5,8,-74.1206701392997,4.693190945995442
6656,12,1,7,-74.10841939823749,4.662654289290907
6657,12,5,5,-74.10845952334209,4.756443672586645
6658,12,2,6,-74.06105949855883,4.731337468656914
6659,12,9,6,-74.12001120308952,4.5582858291689785
6660,12,10,9,-74.17737331714966,4.611232179498772
6661,10,6,10,-74.04989851676639,4.73323238208036
6662,12,2,3,-74.11506710491062,4.647096194347463
6663,8,2,5,-74.0813434280842,4.746596094256527
6664,12,4,4,-74.08944518310014,4.745878398494194
6665,11,3,7,-74.04872513645516,4.7960639421770646
6666,12,10,8,-74.11713225606361,4.663640664913883
6667,8,7,3,-74.11301625445711,4.695541889099401
6668,12,9,9,-74.13915024959634,4.601990933899922
6669,11,7,9,-74.12517214887708,4.704908699937463
6670,12,9,9,-74.15894917558664,4.575717077911071
6671,12,6,5,-74.16035781958907,4.6754645883317325
6672,11,4,1,-74.14135066209076,4.601862319814851
6673,12,10,2,-74.10504292322679,4.544327419846099
6674,12,6,5,-74.12078722907575,4.638933230829434
6675,12,3,10,-74.19166681478806,4.630346378467784
6676,12,3,4,-74.15165178078868,4.60769308391346
6677,12,7,3,-74.05338367440129,4.722183063564012
6678,7,6,4,-74.06071698554427,4.685812058796616
6679,12,5,10,-74.18399953628635,4.624064214527932
6680,12,5,1,-74.16989792855217,4.573592998864925
6681,12,5,5,-74.08228113226087,4.667692263881271
6682,12,7,4,-74.07652955623539,4.740081995683123
6683,12,4,2,-74.09262635997473,4.620758435819311
6684,10,5,7,-74.12417392610615,4.746769234579619
6685,12,6,10,-74.08414248871291,4.747887658926923
6686,12,5,4,-74.10639646893281,4.673856379752055
6687,12,2,7,-74.15664689136996,4.670121819111009
6688,12,3,2,-74.16732045473296,4.5739849576296505
6689,9,6,5,-74.1223822058796,4.524930807075441
6690,11,5,6,-74.12641622728292,4.572969409033996
6691,10,4,8,-74.1092189611741,4.639644293244047
6692,12,5,5,-74.0611298178954,4.756865297554949
6693,10,6,4,-74.13581876077988,4.584169582932745
6694,9,5,7,-74.07396243161432,4.726293018489857
6695,12,3,3,-74.06762423448542,4.749740646541631
6696,8,10,1,-74.15641374695538,4.619611167183001
6697,12,9,9,-74.05416769539703,4.681664144693877
6698,12,8,9,-74.0999508774988,4.609411670166473
6699,12,2,10,-74.15454970831507,4.576270435718174
6700,12,6,6,-74.0895988814023,4.727330852486816
6701,10,7,8,-74.06910917031132,4.71663732217876
6702,11,6,10,-74.13724759692448,4.597784030367986
6703,12,5,1,-74.09463640356032,4.627511501056869
6704,12,10,5,-74.07510819526132,4.613314551389463
6705,12,5,6,-74.14268587689705,4.591474313209807
6706,12,4,4,-74.14631653555891,4.649561692403875
6707,12,4,10,-74.07788488623325,4.533892123487494
6708,12,2,2,-74.14242242730953,4.644604596461769
6709,12,9,10,-74.09018004535201,4.60499300783183
6710,12,8,10,-74.1210826862882,4.604861509966207
6711,12,6,1,-74.10997499574508,4.642872073380137
6712,12,5,3,-74.14619605479245,4.6465704230524905
6713,11,4,3,-74.1068180168926,4.679144899803163
6714,12,9,7,-74.15779324093525,4.650358704363404
6715,12,10,6,-74.15729411105886,4.61653161225219
6716,10,4,1,-74.0827860671811,4.674730415363137
6717,12,10,5,-74.11487408953442,4.694875610742715
6718,12,4,10,-74.05720895461907,4.726604141197633
6719,12,8,8,-74.0787198479816,4.537242521647293
6720,12,7,5,-74.12414204433666,4.577610799633958
6721,12,6,7,-74.09852869619135,4.5713151320789365
6722,11,2,10,-74.09934886760269,4.550963164529857
6723,6,4,9,-74.11780493503541,4.596316554127723
6724,12,5,1,-74.17511101859007,4.634608001049308
6725,12,4,5,-74.11012743865717,4.553387142422405
6726,12,8,5,-74.08336404470506,4.528683693244913
6727,12,6,2,-74.09847030660052,4.726322367108582
6728,12,6,3,-74.11794948900436,4.587665606765742
6729,12,4,9,-74.12796546861166,4.6093999206544245
6730,12,3,5,-74.0855143012382,4.532638390449539
6731,12,5,7,-74.15705549376526,4.671054850462859
6732,12,5,10,-74.06917855168703,4.721897855630943
6733,12,4,2,-74.11673243589075,4.586143849625441
6734,12,10,3,-74.11133164391016,4.554530932539357
6735,12,5,10,-74.10844029806651,4.566890228180224
6736,12,6,2,-74.17756381938631,4.61092873763798
6737,12,6,3,-74.06733544293981,4.656847852628026
6738,12,8,8,-74.10382484309035,4.679150698003077
6739,12,10,9,-74.12791270090185,4.615389645308246
6740,12,2,2,-74.18297253762475,4.624719838318814
6741,12,1,3,-74.09504586104254,4.700180472856903
6742,12,9,5,-74.04377576569898,4.697856817374862
6743,10,6,9,-74.11614034271065,4.648657213444136
6744,12,1,6,-74.0609348788998,4.728374288286791
6745,12,4,3,-74.13480140913023,4.645612572426948
6746,9,7,6,-74.11121419820894,4.650330170660905
6747,12,5,10,-74.0355809802511,4.691080493659098
6748,12,4,7,-74.045313006842,4.788041027556044
6749,12,5,4,-74.12843601466165,4.613641083968663
6750,11,1,6,-74.12377735938023,4.650237092974793
6751,12,6,9,-74.02758472183457,4.735508894474471
6752,12,6,1,-74.11680051687784,4.613610021323597
6753,12,2,2,-74.13720719797219,4.683066292165394
6754,12,7,10,-74.12113409484688,4.514341623883101
6755,12,1,10,-74.03062167951848,4.722022143573253
6756,12,8,10,-74.16638050510728,4.615770926652097
6757,12,4,3,-74.1038341937985,4.646291720566489
6758,12,5,8,-74.07357244395692,4.628516589568346
6759,12,10,10,-74.05103451407058,4.655548048649627
6760,12,10,10,-74.1407826994765,4.6227943760825
6761,9,7,8,-74.14328326040761,4.641157380768515
6762,12,10,1,-74.05870933221327,4.703151609995464
6763,12,5,2,-74.15569827796223,4.574336589694937
6764,12,5,1,-74.05678356469153,4.676949766581994
6765,12,8,2,-74.19855910105076,4.628350931364072
6766,12,5,9,-74.08986418258753,4.688511134806997
6767,12,5,9,-74.11835179197249,4.556270137024124
6768,12,5,4,-74.15840616701067,4.649360471871825
6769,12,1,10,-74.09106399467629,4.680286015975878
6770,12,9,5,-74.10563828182373,4.672626465130898
6771,12,4,5,-74.12793351212167,4.574988873589352
6772,12,5,10,-74.06160357461391,4.672883217529096
6773,12,6,10,-74.10213700013098,4.599968011717166
6774,12,2,5,-74.19967777284042,4.626785559098529
6775,9,5,8,-74.10605226409612,4.646460934266631
6776,12,7,10,-74.12598105624554,4.6493650187088695
6777,12,3,1,-74.16327368530328,4.621986203666866
6778,12,3,4,-74.08677549894108,4.775176932650656
6779,12,5,10,-74.03211905356675,4.76035355820938
6780,8,5,10,-74.0970634180057,4.548670573886468
6781,12,4,9,-74.08049545248002,4.64875829014885
6782,12,4,5,-74.12076724419221,4.587385266349848
6783,12,5,3,-74.14359252193982,4.667743717469589
6784,12,7,8,-74.10592082897142,4.512786437050676
